X,Y
37.454011884736246,192.04706943301377
95.07143064099162,465.00370961785706
73.1993941811405,372.7989494157622
59.86584841970366,308.43509955135653
15.601864044243651,86.60722470052866
15.599452033620265,91.80506742364754
5.8083612168199465,40.38102762958877
86.61761457749351,440.6798736797519
60.11150117432088,302.85584875701795
70.80725777960456,340.4266795628629
2.0584494295802447,17.588429339227083
96.99098521619943,490.03180295262825
83.24426408004217,421.9371087721646
21.233911067827616,96.40206958093499
18.182496720710063,83.10191819946769
18.34045098534338,105.23378346004594
30.42422429595377,154.7255699412023
52.475643163223786,272.1932227898452
43.194501864211574,219.25569308236248
29.122914019804192,148.91213149397842
61.18528947223795,318.3092854209497
13.949386065204184,67.58648304384718
29.214464853521815,150.03353203701892
36.63618432936917,181.55816875979542
45.606998421703594,226.6900298341948
78.51759613930136,392.4962594618204
19.967378215835975,105.05822879551701
51.42344384136116,255.32973299017107
59.24145688620425,311.7648456867564
4.645041271999773,17.279133337803827
60.75448519014384,304.9037095091056
17.052412368729154,83.86475126090401
6.505159298527952,49.99557533617708
94.88855372533332,479.40831639178236
96.56320330745594,496.13446193196603
80.83973481164611,392.34307032786086
30.46137691733707,157.97738724537794
9.767211400638388,60.732364959426306
68.42330265121569,345.9393531488327
44.01524937396013,233.73105062045417
12.203823484477883,58.84623292138569
49.51769101112702,264.6819294574909
3.4388521115218396,43.1832417938017
90.9320402078782,454.0318154349944
25.87799816000169,127.93496558600074
66.2522284353982,348.794986948168
31.171107608941096,174.65125950201258
52.00680211778108,257.8054103173727
54.67102793432797,272.1532715006813
18.485445552552704,92.60938167415846
96.95846277645586,474.3478087719365
77.51328233611146,381.3798922157153
93.9498941564189,462.70806311457386
89.48273504276489,442.73569956278317
59.78999788110851,301.60314053167474
92.18742350231169,466.27926483692363
8.84925020519195,62.75125595410052
19.59828624191452,91.00789080218469
4.522728891053807,35.45686844003487
32.53303307632643,163.52527693937708
38.8677289689482,196.84400774821665
27.134903177389592,145.422710808614
82.87375091519293,406.14153436034167
35.67533266935893,185.20076080863515
28.093450968738075,145.13177692582093
54.26960831582485,279.27255421920574
14.092422497476264,76.3537989264595
80.21969807540397,428.6514917761288
7.455064367977082,33.89792199737225
98.68869366005173,491.13349875024045
77.22447692966574,382.89097938408105
19.87156815341724,96.80306957548366
0.5522117123602399,-0.6128127112639774
81.54614284548342,422.6208795384926
70.68573438476172,370.63371440370713
72.90071680409874,361.7961210829989
77.12703466859458,380.31161761193056
7.4044651734090365,44.73648143090922
35.84657285442726,176.71063382932658
11.586905952512971,67.26384794011996
86.31034258755935,436.5809431463098
62.329812682755794,299.4916222638066
33.08980248526492,183.92406443962523
6.355835028602364,52.737951873967035
31.09823217156622,152.36327395298724
32.518332202674706,161.7146454140137
72.96061783380641,370.6617430762811
63.75574713552131,325.1233035774768
88.72127425763266,453.19181401489163
47.22149251619493,259.20950796863815
11.959424593830171,61.027650694210365
71.3244787222995,351.639421166113
76.07850486168974,369.5993320283034
56.127719756949624,276.3292983853289
77.0967179954561,388.15232024854254
49.379559636439076,267.84337681737327
52.27328293819941,259.1903017006353
42.75410183585496,219.00838869566377
2.541912674409519,15.545334411320074
